Timeframe,Description,File Format,URL
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-15-2.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-15.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-16.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-17.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-18.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-19.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-20.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-21.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-2025-04-22.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-20.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-21-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-21.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-22.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-23.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-24-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-24-2.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-24.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-25-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-25.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-26-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-26.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-27-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-27.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-28.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-29.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-30.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-01-31.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-01.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-02.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-03.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-04-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-04.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-05.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-06.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-07.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-08.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-09.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-10.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-11-1.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-11.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-12.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-13.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-14.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-15.json
Historical,"Site Scanning results from a specific date, filtered to just live production sites and deduplicated",JSON,https://api.gsa.gov/technology/site-scanning/data/archive/json/weekly-snapshot-unique-2025-02-16.json
